H,S,V,Cor
84,255,60,Verde Escuro
84,255,75,Verde Escuro
84,255,90,Verde Escuro
84,255,105,Verde Escuro
84,255,120,Verde
84,255,135,Verde
84,255,150,Verde
84,255,165,Verde
84,255,180,Verde
84,255,195,Verde
84,255,210,Verde
84,255,225,Verde
84,255,240,Verde
84,255,255,Verde
88,0,0,Preto
88,0,15,Preto
88,0,30,Preto
88,0,45,Cinza
88,0,60,Cinza
88,0,75,Cinza
88,0,90,Cinza
88,0,105,Cinza
88,0,120,Cinza
88,0,135,Cinza
88,0,150,Cinza
88,0,165,Cinza
88,0,180,Cinza
88,0,195,Cinza
88,0,210,Branco
88,0,225,Branco
88,0,240,Branco
88,0,255,Branco
88,15,0,Preto
88,15,15,Preto
88,15,30,Preto
88,15,45,Cinza
88,15,60,Cinza
88,15,75,Cinza
88,15,90,Cinza
88,15,105,Cinza
88,15,120,Cinza
88,15,135,Cinza
88,15,150,Cinza
88,15,165,Cinza
88,15,180,Cinza
88,15,195,Cinza
88,15,210,Branco
88,15,225,Branco
88,15,240,Branco
88,15,255,Branco
88,30,0,Preto
88,30,15,Preto
88,30,30,Preto
88,30,45,Cinza
88,30,60,Cinza
88,30,75,Cinza
88,30,90,Cinza
88,30,105,Cinza
88,30,120,Cinza
88,30,135,Cinza
88,30,150,Cinza
88,30,165,Cinza
88,30,180,Cinza
88,30,195,Cinza
88,30,210,Branco
88,30,225,Branco
88,30,240,Branco
88,30,255,Branco
88,45,0,Preto
88,45,15,Preto
88,45,30,Preto
88,45,45,Cinza
88,45,60,Cinza
88,45,75,Cinza
88,45,90,Cinza
88,45,105,Cinza
88,45,120,Cinza
88,45,135,Cinza
88,45,150,Cinza
88,45,165,Cinza
88,45,180,Cinza
88,45,195,Cinza
88,45,210,Azul Claro
88,45,225,Azul Claro
88,45,240,Azul Claro
88,45,255,Azul Claro
88,60,0,Preto
88,60,15,Preto
88,60,30,Preto
88,60,45,Azul Escuro
88,60,60,Azul Escuro
88,60,75,Azul Escuro
88,60,90,Azul Escuro
88,60,105,Azul Escuro
88,60,120,Azul
88,60,135,Azul
88,60,150,Azul
88,60,165,Azul
88,60,180,Azul
88,60,195,Azul Claro
88,60,210,Azul Claro
88,60,225,Azul Claro
88,60,240,Azul Claro
88,60,255,Azul Claro
88,75,0,Preto
88,75,15,Preto
88,75,30,Preto
88,75,45,Azul Escuro
88,75,60,Azul Escuro
88,75,75,Azul Escuro
88,75,90,Azul Escuro
88,75,105,Azul Escuro
88,75,120,Azul
88,75,135,Azul
88,75,150,Azul
88,75,165,Azul
88,75,180,Azul
88,75,195,Azul Claro
88,75,210,Azul Claro
88,75,225,Azul Claro
88,75,240,Azul Claro
88,75,255,Azul Claro
88,90,0,Preto
88,90,15,Preto
88,90,30,Preto
88,90,45,Azul Escuro
88,90,60,Azul Escuro
88,90,75,Azul Escuro
88,90,90,Azul Escuro
88,90,105,Azul Escuro
88,90,120,Azul
88,90,135,Azul
88,90,150,Azul
88,90,165,Azul
88,90,180,Azul
88,90,195,Azul Claro
88,90,210,Azul Claro
88,90,225,Azul Claro
88,90,240,Azul Claro
88,90,255,Azul Claro
88,105,0,Preto
88,105,15,Preto
88,105,30,Preto
88,105,45,Azul Escuro
88,105,60,Azul Escuro
88,105,75,Azul Escuro
88,105,90,Azul Escuro
88,105,105,Azul Escuro
88,105,120,Azul
88,105,135,Azul
88,105,150,Azul
88,105,165,Azul
88,105,180,Azul
88,105,195,Azul Claro
88,105,210,Azul Claro
88,105,225,Azul Claro
88,105,240,Azul Claro
88,105,255,Azul Claro
88,120,0,Preto
88,120,15,Preto
88,120,30,Preto
88,120,45,Azul Escuro
88,120,60,Azul Escuro
88,120,75,Azul Escuro
88,120,90,Azul Escuro
88,120,105,Azul Escuro
88,120,120,Azul
88,120,135,Azul
88,120,150,Azul
88,120,165,Azul
88,120,180,Azul
88,120,195,Azul Claro
88,120,210,Azul Claro
88,120,225,Azul Claro
88,120,240,Azul Claro
88,120,255,Azul Claro
88,135,0,Preto
88,135,15,Preto
88,135,30,Preto
88,135,45,Azul Escuro
88,135,60,Azul Escuro
88,135,75,Azul Escuro
88,135,90,Azul Escuro
88,135,105,Azul Escuro
88,135,120,Azul
88,135,135,Azul
88,135,150,Azul
88,135,165,Azul
88,135,180,Azul
88,135,195,Azul Claro
88,135,210,Azul Claro
88,135,225,Azul Claro
88,135,240,Azul Claro
88,135,255,Azul Claro
88,150,0,Preto
88,150,15,Preto
88,150,30,Preto
88,150,45,Azul Escuro
88,150,60,Azul Escuro
88,150,75,Azul Escuro
88,150,90,Azul Escuro
88,150,105,Azul Escuro
88,150,120,Azul
88,150,135,Azul
88,150,150,Azul
88,150,165,Azul
88,150,180,Azul
88,150,195,Azul Claro
88,150,210,Azul Claro
88,150,225,Azul Claro
88,150,240,Azul Claro
88,150,255,Azul Claro
88,165,0,Preto
88,165,15,Preto
88,165,30,Preto
88,165,45,Azul Escuro
88,165,60,Azul Escuro
88,165,75,Azul Escuro
88,165,90,Azul Escuro
88,165,105,Azul Escuro
88,165,120,Azul
88,165,135,Azul
88,165,150,Azul
88,165,165,Azul
88,165,180,Azul
88,165,195,Azul Claro
88,165,210,Azul Claro
88,165,225,Azul Claro
88,165,240,Azul Claro
88,165,255,Azul Claro
88,180,0,Preto
88,180,15,Preto
88,180,30,Preto
88,180,45,Azul Escuro
88,180,60,Azul Escuro
88,180,75,Azul Escuro
88,180,90,Azul Escuro
88,180,105,Azul Escuro
88,180,120,Azul
88,180,135,Azul
88,180,150,Azul
88,180,165,Azul
88,180,180,Azul
88,180,195,Azul
88,180,210,Azul
88,180,225,Azul
88,180,240,Azul
88,180,255,Azul
88,195,0,Preto
88,195,15,Preto
88,195,30,Preto
88,195,45,Azul Escuro
88,195,60,Azul Escuro
88,195,75,Azul Escuro
88,195,90,Azul Escuro
88,195,105,Azul Escuro
88,195,120,Azul
88,195,135,Azul
88,195,150,Azul
88,195,165,Azul
88,195,180,Azul
88,195,195,Azul
88,195,210,Azul
88,195,225,Azul
88,195,240,Azul
88,195,255,Azul
88,210,0,Preto
88,210,15,Preto
88,210,30,Preto
88,210,45,Azul Escuro
88,210,60,Azul Escuro
88,210,75,Azul Escuro
88,210,90,Azul Escuro
88,210,105,Azul Escuro
88,210,120,Azul
88,210,135,Azul
88,210,150,Azul
88,210,165,Azul
88,210,180,Azul
88,210,195,Azul
88,210,210,Azul
88,210,225,Azul
88,210,240,Azul
88,210,255,Azul
88,225,0,Preto
88,225,15,Preto
88,225,30,Preto
88,225,45,Azul Escuro
88,225,60,Azul Escuro
88,225,75,Azul Escuro
88,225,90,Azul Escuro
88,225,105,Azul Escuro
88,225,120,Azul
88,225,135,Azul
88,225,150,Azul
88,225,165,Azul
88,225,180,Azul
88,225,195,Azul
88,225,210,Azul
88,225,225,Azul
88,225,240,Azul
88,225,255,Azul
88,240,0,Preto
88,240,15,Preto
88,240,30,Preto
88,240,45,Azul Escuro
88,240,60,Azul Escuro
88,240,75,Azul Escuro
88,240,90,Azul Escuro
88,240,105,Azul Escuro
88,240,120,Azul
88,240,135,Azul
88,240,150,Azul
88,240,165,Azul
88,240,180,Azul
88,240,195,Azul
88,240,210,Azul
88,240,225,Azul
88,240,240,Azul
88,240,255,Azul
88,255,0,Preto
88,255,15,Preto
88,255,30,Preto
88,255,45,Azul Escuro
88,255,60,Azul Escuro
88,255,75,Azul Escuro
88,255,90,Azul Escuro
88,255,105,Azul Escuro
88,255,120,Azul
88,255,135,Azul
88,255,150,Azul
88,255,165,Azul
88,255,180,Azul
88,255,195,Azul
88,255,210,Azul
88,255,225,Azul
88,255,240,Azul
88,255,255,Azul
92,0,0,Preto
92,0,15,Preto
92,0,30,Preto
92,0,45,Cinza
92,0,60,Cinza
92,0,75,Cinza
92,0,90,Cinza
92,0,105,Cinza
92,0,120,Cinza
92,0,135,Cinza
92,0,150,Cinza
92,0,165,Cinza
92,0,180,Cinza
92,0,195,Cinza
92,0,210,Branco
92,0,225,Branco
92,0,240,Branco
92,0,255,Branco
92,15,0,Preto
92,15,15,Preto
92,15,30,Preto
92,15,45,Cinza
92,15,60,Cinza
92,15,75,Cinza
92,15,90,Cinza
92,15,105,Cinza
92,15,120,Cinza
92,15,135,Cinza
92,15,150,Cinza
92,15,165,Cinza
92,15,180,Cinza
92,15,195,Cinza
92,15,210,Branco
92,15,225,Branco
92,15,240,Branco
92,15,255,Branco
92,30,0,Preto
92,30,15,Preto
92,30,30,Preto
92,30,45,Cinza
92,30,60,Cinza
92,30,75,Cinza
92,30,90,Cinza
92,30,105,Cinza
92,30,120,Cinza
92,30,135,Cinza
92,30,150,Cinza
92,30,165,Cinza
92,30,180,Cinza
92,30,195,Cinza
92,30,210,Branco
92,30,225,Branco
92,30,240,Branco
92,30,255,Branco
92,45,0,Preto
92,45,15,Preto
92,45,30,Preto
92,45,45,Cinza
92,45,60,Cinza
92,45,75,Cinza
92,45,90,Cinza
92,45,105,Cinza
92,45,120,Cinza
92,45,135,Cinza
92,45,150,Cinza
92,45,165,Cinza
92,45,180,Cinza
92,45,195,Cinza
92,45,210,Azul Claro
92,45,225,Azul Claro
92,45,240,Azul Claro
92,45,255,Azul Claro
92,60,0,Preto
92,60,15,Preto
92,60,30,Preto
92,60,45,Azul Escuro
92,60,60,Azul Escuro
92,60,75,Azul Escuro
92,60,90,Azul Escuro
92,60,105,Azul Escuro
92,60,120,Azul
92,60,135,Azul
92,60,150,Azul
92,60,165,Azul
92,60,180,Azul
92,60,195,Azul Claro
92,60,210,Azul Claro
92,60,225,Azul Claro
92,60,240,Azul Claro
92,60,255,Azul Claro
92,75,0,Preto
92,75,15,Preto
92,75,30,Preto
92,75,45,Azul Escuro
92,75,60,Azul Escuro
92,75,75,Azul Escuro
92,75,90,Azul Escuro
92,75,105,Azul Escuro
92,75,120,Azul
92,75,135,Azul
92,75,150,Azul
92,75,165,Azul
92,75,180,Azul
92,75,195,Azul Claro
92,75,210,Azul Claro
92,75,225,Azul Claro
92,75,240,Azul Claro
92,75,255,Azul Claro
92,90,0,Preto
92,90,15,Preto
92,90,30,Preto
92,90,45,Azul Escuro
92,90,60,Azul Escuro
92,90,75,Azul Escuro
92,90,90,Azul Escuro
92,90,105,Azul Escuro
92,90,120,Azul
92,90,135,Azul
92,90,150,Azul
92,90,165,Azul
92,90,180,Azul
92,90,195,Azul Claro
92,90,210,Azul Claro
92,90,225,Azul Claro
92,90,240,Azul Claro
92,90,255,Azul Claro
92,105,0,Preto
92,105,15,Preto
92,105,30,Preto
92,105,45,Azul Escuro
92,105,60,Azul Escuro
92,105,75,Azul Escuro
92,105,90,Azul Escuro
92,105,105,Azul Escuro
92,105,120,Azul
92,105,135,Azul
92,105,150,Azul
92,105,165,Azul
92,105,180,Azul
92,105,195,Azul Claro
92,105,210,Azul Claro
92,105,225,Azul Claro
92,105,240,Azul Claro
92,105,255,Azul Claro
92,120,0,Preto
92,120,15,Preto
92,120,30,Preto
92,120,45,Azul Escuro
92,120,60,Azul Escuro
92,120,75,Azul Escuro
92,120,90,Azul Escuro
92,120,105,Azul Escuro
92,120,120,Azul
92,120,135,Azul
92,120,150,Azul
92,120,165,Azul
92,120,180,Azul
92,120,195,Azul Claro
92,120,210,Azul Claro
92,120,225,Azul Claro
92,120,240,Azul Claro
92,120,255,Azul Claro
92,135,0,Preto
92,135,15,Preto
92,135,30,Preto
92,135,45,Azul Escuro
92,135,60,Azul Escuro
92,135,75,Azul Escuro
92,135,90,Azul Escuro
92,135,105,Azul Escuro
92,135,120,Azul
92,135,135,Azul
92,135,150,Azul
92,135,165,Azul
92,135,180,Azul
92,135,195,Azul Claro
92,135,210,Azul Claro
92,135,225,Azul Claro
92,135,240,Azul Claro
92,135,255,Azul Claro
92,150,0,Preto
92,150,15,Preto
92,150,30,Preto
92,150,45,Azul Escuro
92,150,60,Azul Escuro
92,150,75,Azul Escuro
92,150,90,Azul Escuro
92,150,105,Azul Escuro
92,150,120,Azul
92,150,135,Azul
92,150,150,Azul
92,150,165,Azul
92,150,180,Azul
92,150,195,Azul Claro
92,150,210,Azul Claro
92,150,225,Azul Claro
92,150,240,Azul Claro
92,150,255,Azul Claro
92,165,0,Preto
92,165,15,Preto
92,165,30,Preto
92,165,45,Azul Escuro
92,165,60,Azul Escuro
92,165,75,Azul Escuro
92,165,90,Azul Escuro
92,165,105,Azul Escuro
92,165,120,Azul
92,165,135,Azul
92,165,150,Azul
92,165,165,Azul
92,165,180,Azul
92,165,195,Azul Claro
92,165,210,Azul Claro
92,165,225,Azul Claro
92,165,240,Azul Claro
92,165,255,Azul Claro
92,180,0,Preto
92,180,15,Preto
92,180,30,Preto
92,180,45,Azul Escuro
92,180,60,Azul Escuro
92,180,75,Azul Escuro
92,180,90,Azul Escuro
92,180,105,Azul Escuro
92,180,120,Azul
92,180,135,Azul
92,180,150,Azul
92,180,165,Azul
92,180,180,Azul
92,180,195,Azul
92,180,210,Azul
92,180,225,Azul
92,180,240,Azul
92,180,255,Azul
92,195,0,Preto
92,195,15,Preto
92,195,30,Preto
92,195,45,Azul Escuro
92,195,60,Azul Escuro
92,195,75,Azul Escuro
92,195,90,Azul Escuro
92,195,105,Azul Escuro
92,195,120,Azul
92,195,135,Azul
92,195,150,Azul
92,195,165,Azul
92,195,180,Azul
92,195,195,Azul
92,195,210,Azul
92,195,225,Azul
92,195,240,Azul
92,195,255,Azul
92,210,0,Preto
92,210,15,Preto
92,210,30,Preto
92,210,45,Azul Escuro
92,210,60,Azul Escuro
92,210,75,Azul Escuro
92,210,90,Azul Escuro
92,210,105,Azul Escuro
92,210,120,Azul
92,210,135,Azul
92,210,150,Azul
92,210,165,Azul
92,210,180,Azul
92,210,195,Azul
92,210,210,Azul
92,210,225,Azul
92,210,240,Azul
92,210,255,Azul
92,225,0,Preto
92,225,15,Preto
92,225,30,Preto
92,225,45,Azul Escuro
92,225,60,Azul Escuro
92,225,75,Azul Escuro
92,225,90,Azul Escuro
92,225,105,Azul Escuro
92,225,120,Azul
92,225,135,Azul
92,225,150,Azul
92,225,165,Azul
92,225,180,Azul
92,225,195,Azul
92,225,210,Azul
92,225,225,Azul
92,225,240,Azul
92,225,255,Azul
92,240,0,Preto
92,240,15,Preto
92,240,30,Preto
92,240,45,Azul Escuro
92,240,60,Azul Escuro
92,240,75,Azul Escuro
92,240,90,Azul Escuro
92,240,105,Azul Escuro
92,240,120,Azul
92,240,135,Azul
92,240,150,Azul
92,240,165,Azul
92,240,180,Azul
92,240,195,Azul
92,240,210,Azul
92,240,225,Azul
92,240,240,Azul
92,240,255,Azul
92,255,0,Preto
92,255,15,Preto
92,255,30,Preto
92,255,45,Azul Escuro
92,255,60,Azul Escuro
92,255,75,Azul Escuro
92,255,90,Azul Escuro
92,255,105,Azul Escuro
92,255,120,Azul
92,255,135,Azul
92,255,150,Azul
92,255,165,Azul
92,255,180,Azul
92,255,195,Azul
92,255,210,Azul
92,255,225,Azul
92,255,240,Azul
92,255,255,Azul
96,0,0,Preto
96,0,15,Preto
96,0,30,Preto
96,0,45,Cinza
96,0,60,Cinza
96,0,75,Cinza
96,0,90,Cinza
96,0,105,Cinza
96,0,120,Cinza
96,0,135,Cinza
96,0,150,Cinza
96,0,165,Cinza
96,0,180,Cinza
96,0,195,Cinza
96,0,210,Branco
96,0,225,Branco
96,0,240,Branco
96,0,255,Branco
96,15,0,Preto
96,15,15,Preto
96,15,30,Preto
96,15,45,Cinza
96,15,60,Cinza
96,15,75,Cinza
96,15,90,Cinza
96,15,105,Cinza
96,15,120,Cinza
96,15,135,Cinza
96,15,150,Cinza
96,15,165,Cinza
96,15,180,Cinza
96,15,195,Cinza
96,15,210,Branco
96,15,225,Branco
96,15,240,Branco
96,15,255,Branco
96,30,0,Preto
96,30,15,Preto
96,30,30,Preto
96,30,45,Cinza
96,30,60,Cinza
96,30,75,Cinza
96,30,90,Cinza
96,30,105,Cinza
96,30,120,Cinza
96,30,135,Cinza
96,30,150,Cinza
96,30,165,Cinza
96,30,180,Cinza
96,30,195,Cinza
96,30,210,Branco
96,30,225,Branco
96,30,240,Branco
96,30,255,Branco
96,45,0,Preto
96,45,15,Preto
96,45,30,Preto
96,45,45,Cinza
96,45,60,Cinza
96,45,75,Cinza
96,45,90,Cinza
96,45,105,Cinza
96,45,120,Cinza
96,45,135,Cinza
96,45,150,Cinza
96,45,165,Cinza
96,45,180,Cinza
96,45,195,Cinza
96,45,210,Azul Claro
96,45,225,Azul Claro
96,45,240,Azul Claro
96,45,255,Azul Claro
96,60,0,Preto
96,60,15,Preto
96,60,30,Preto
96,60,45,Azul Escuro
96,60,60,Azul Escuro
96,60,75,Azul Escuro
96,60,90,Azul Escuro
96,60,105,Azul Escuro
96,60,120,Azul
96,60,135,Azul
96,60,150,Azul
96,60,165,Azul
96,60,180,Azul
96,60,195,Azul Claro
96,60,210,Azul Claro
96,60,225,Azul Claro
96,60,240,Azul Claro
96,60,255,Azul Claro
96,75,0,Preto
96,75,15,Preto
96,75,30,Preto
96,75,45,Azul Escuro
96,75,60,Azul Escuro
96,75,75,Azul Escuro
96,75,90,Azul Escuro
96,75,105,Azul Escuro
96,75,120,Azul
96,75,135,Azul
96,75,150,Azul
96,75,165,Azul
96,75,180,Azul
96,75,195,Azul Claro
96,75,210,Azul Claro
96,75,225,Azul Claro
96,75,240,Azul Claro
96,75,255,Azul Claro
96,90,0,Preto
96,90,15,Preto
96,90,30,Preto
96,90,45,Azul Escuro
96,90,60,Azul Escuro
96,90,75,Azul Escuro
96,90,90,Azul Escuro
96,90,105,Azul Escuro
96,90,120,Azul
96,90,135,Azul
96,90,150,Azul
96,90,165,Azul
96,90,180,Azul
96,90,195,Azul Claro
96,90,210,Azul Claro
96,90,225,Azul Claro
96,90,240,Azul Claro
96,90,255,Azul Claro
96,105,0,Preto
96,105,15,Preto
96,105,30,Preto
96,105,45,Azul Escuro
96,105,60,Azul Escuro
96,105,75,Azul Escuro
96,105,90,Azul Escuro
96,105,105,Azul Escuro
96,105,120,Azul
96,105,135,Azul
96,105,150,Azul
96,105,165,Azul
96,105,180,Azul
96,105,195,Azul Claro
96,105,210,Azul Claro
96,105,225,Azul Claro
96,105,240,Azul Claro
96,105,255,Azul Claro
96,120,0,Preto
96,120,15,Preto
96,120,30,Preto
96,120,45,Azul Escuro
96,120,60,Azul Escuro
96,120,75,Azul Escuro
96,120,90,Azul Escuro
96,120,105,Azul Escuro
96,120,120,Azul
96,120,135,Azul
96,120,150,Azul
96,120,165,Azul
96,120,180,Azul
96,120,195,Azul Claro
96,120,210,Azul Claro
96,120,225,Azul Claro
96,120,240,Azul Claro
96,120,255,Azul Claro
96,135,0,Preto
96,135,15,Preto
96,135,30,Preto
96,135,45,Azul Escuro
96,135,60,Azul Escuro
96,135,75,Azul Escuro
96,135,90,Azul Escuro
96,135,105,Azul Escuro
96,135,120,Azul
96,135,135,Azul
96,135,150,Azul
96,135,165,Azul
96,135,180,Azul
96,135,195,Azul Claro
96,135,210,Azul Claro
96,135,225,Azul Claro
96,135,240,Azul Claro
96,135,255,Azul Claro
96,150,0,Preto
96,150,15,Preto
96,150,30,Preto
96,150,45,Azul Escuro
96,150,60,Azul Escuro
96,150,75,Azul Escuro
96,150,90,Azul Escuro
96,150,105,Azul Escuro
96,150,120,Azul
96,150,135,Azul
96,150,150,Azul
96,150,165,Azul
96,150,180,Azul
96,150,195,Azul Claro
96,150,210,Azul Claro
96,150,225,Azul Claro
96,150,240,Azul Claro
96,150,255,Azul Claro
96,165,0,Preto
96,165,15,Preto
96,165,30,Preto
96,165,45,Azul Escuro
96,165,60,Azul Escuro
96,165,75,Azul Escuro
96,165,90,Azul Escuro
96,165,105,Azul Escuro
96,165,120,Azul
96,165,135,Azul
96,165,150,Azul
96,165,165,Azul
96,165,180,Azul
96,165,195,Azul Claro
96,165,210,Azul Claro
96,165,225,Azul Claro
96,165,240,Azul Claro
96,165,255,Azul Claro
96,180,0,Preto
96,180,15,Preto
96,180,30,Preto
96,180,45,Azul Escuro
96,180,60,Azul Escuro
96,180,75,Azul Escuro
96,180,90,Azul Escuro
96,180,105,Azul Escuro
96,180,120,Azul
96,180,135,Azul
96,180,150,Azul
96,180,165,Azul
96,180,180,Azul
96,180,195,Azul
96,180,210,Azul
96,180,225,Azul
96,180,240,Azul
96,180,255,Azul
96,195,0,Preto
96,195,15,Preto
96,195,30,Preto
96,195,45,Azul Escuro
96,195,60,Azul Escuro
96,195,75,Azul Escuro
96,195,90,Azul Escuro
96,195,105,Azul Escuro
96,195,120,Azul
96,195,135,Azul
96,195,150,Azul
96,195,165,Azul
96,195,180,Azul
96,195,195,Azul
96,195,210,Azul
96,195,225,Azul
96,195,240,Azul
96,195,255,Azul
96,210,0,Preto
96,210,15,Preto
96,210,30,Preto
96,210,45,Azul Escuro
96,210,60,Azul Escuro
96,210,75,Azul Escuro
96,210,90,Azul Escuro
96,210,105,Azul Escuro
96,210,120,Azul
96,210,135,Azul
96,210,150,Azul
96,210,165,Azul
96,210,180,Azul
96,210,195,Azul
96,210,210,Azul
96,210,225,Azul
96,210,240,Azul
96,210,255,Azul
96,225,0,Preto
96,225,15,Preto
96,225,30,Preto
96,225,45,Azul Escuro
96,225,60,Azul Escuro
96,225,75,Azul Escuro
96,225,90,Azul Escuro
96,225,105,Azul Escuro
96,225,120,Azul
96,225,135,Azul
96,225,150,Azul
96,225,165,Azul
96,225,180,Azul
96,225,195,Azul
96,225,210,Azul
96,225,225,Azul
96,225,240,Azul
96,225,255,Azul
96,240,0,Preto
96,240,15,Preto
96,240,30,Preto
96,240,45,Azul Escuro
96,240,60,Azul Escuro
96,240,75,Azul Escuro
96,240,90,Azul Escuro
96,240,105,Azul Escuro
96,240,120,Azul
96,240,135,Azul
96,240,150,Azul
96,240,165,Azul
96,240,180,Azul
96,240,195,Azul
96,240,210,Azul
96,240,225,Azul
96,240,240,Azul
96,240,255,Azul
96,255,0,Preto
96,255,15,Preto
96,255,30,Preto
96,255,45,Azul Escuro
96,255,60,Azul Escuro
96,255,75,Azul Escuro
96,255,90,Azul Escuro
96,255,105,Azul Escuro
96,255,120,Azul
96,255,135,Azul
96,255,150,Azul
96,255,165,Azul
96,255,180,Azul
96,255,195,Azul
96,255,210,Azul
96,255,225,Azul
96,255,240,Azul
96,255,255,Azul
100,0,0,Preto
100,0,15,Preto
100,0,30,Preto
100,0,45,Cinza
100,0,60,Cinza
100,0,75,Cinza
100,0,90,Cinza
100,0,105,Cinza
100,0,120,Cinza
100,0,135,Cinza
100,0,150,Cinza
100,0,165,Cinza
100,0,180,Cinza
100,0,195,Cinza
100,0,210,Branco
100,0,225,Branco
100,0,240,Branco
100,0,255,Branco
100,15,0,Preto
100,15,15,Preto
100,15,30,Preto
100,15,45,Cinza
100,15,60,Cinza
100,15,75,Cinza
100,15,90,Cinza
100,15,105,Cinza
100,15,120,Cinza
100,15,135,Cinza
100,15,150,Cinza
100,15,165,Cinza
100,15,180,Cinza
100,15,195,Cinza
100,15,210,Branco
100,15,225,Branco
100,15,240,Branco
100,15,255,Branco
100,30,0,Preto
100,30,15,Preto
100,30,30,Preto
100,30,45,Cinza
100,30,60,Cinza
100,30,75,Cinza
100,30,90,Cinza
100,30,105,Cinza
100,30,120,Cinza
100,30,135,Cinza
100,30,150,Cinza
100,30,165,Cinza
100,30,180,Cinza
100,30,195,Cinza
100,30,210,Branco
100,30,225,Branco
100,30,240,Branco
100,30,255,Branco
100,45,0,Preto
100,45,15,Preto
100,45,30,Preto
100,45,45,Cinza
100,45,60,Cinza
100,45,75,Cinza
100,45,90,Cinza
100,45,105,Cinza
100,45,120,Cinza
100,45,135,Cinza
100,45,150,Cinza
100,45,165,Cinza
100,45,180,Cinza
100,45,195,Cinza
100,45,210,Azul Claro
100,45,225,Azul Claro
100,45,240,Azul Claro
100,45,255,Azul Claro
100,60,0,Preto
100,60,15,Preto
100,60,30,Preto
100,60,45,Azul Escuro
100,60,60,Azul Escuro
100,60,75,Azul Escuro
100,60,90,Azul Escuro
100,60,105,Azul Escuro
100,60,120,Azul
100,60,135,Azul
100,60,150,Azul
100,60,165,Azul
100,60,180,Azul
100,60,195,Azul Claro
100,60,210,Azul Claro
100,60,225,Azul Claro
100,60,240,Azul Claro
100,60,255,Azul Claro
100,75,0,Preto
100,75,15,Preto
100,75,30,Preto
100,75,45,Azul Escuro
100,75,60,Azul Escuro
100,75,75,Azul Escuro
100,75,90,Azul Escuro
100,75,105,Azul Escuro
100,75,120,Azul
100,75,135,Azul
100,75,150,Azul
100,75,165,Azul
100,75,180,Azul
100,75,195,Azul Claro
100,75,210,Azul Claro
100,75,225,Azul Claro
100,75,240,Azul Claro
100,75,255,Azul Claro
100,90,0,Preto
100,90,15,Preto
100,90,30,Preto
100,90,45,Azul Escuro
100,90,60,Azul Escuro
100,90,75,Azul Escuro
100,90,90,Azul Escuro
100,90,105,Azul Escuro
100,90,120,Azul
100,90,135,Azul
100,90,150,Azul
100,90,165,Azul
100,90,180,Azul
100,90,195,Azul Claro
100,90,210,Azul Claro
100,90,225,Azul Claro
100,90,240,Azul Claro
100,90,255,Azul Claro
100,105,0,Preto
100,105,15,Preto
100,105,30,Preto
100,105,45,Azul Escuro
100,105,60,Azul Escuro
100,105,75,Azul Escuro
100,105,90,Azul Escuro
100,105,105,Azul Escuro
100,105,120,Azul
100,105,135,Azul
100,105,150,Azul
100,105,165,Azul
100,105,180,Azul
100,105,195,Azul Claro
100,105,210,Azul Claro
100,105,225,Azul Claro
100,105,240,Azul Claro
100,105,255,Azul Claro
100,120,0,Preto
100,120,15,Preto
100,120,30,Preto
100,120,45,Azul Escuro
100,120,60,Azul Escuro
100,120,75,Azul Escuro
100,120,90,Azul Escuro
100,120,105,Azul Escuro
100,120,120,Azul
100,120,135,Azul
100,120,150,Azul
100,120,165,Azul
100,120,180,Azul
100,120,195,Azul Claro
100,120,210,Azul Claro
100,120,225,Azul Claro
100,120,240,Azul Claro
100,120,255,Azul Claro
100,135,0,Preto
100,135,15,Preto
100,135,30,Preto
100,135,45,Azul Escuro
100,135,60,Azul Escuro
100,135,75,Azul Escuro
100,135,90,Azul Escuro
100,135,105,Azul Escuro
100,135,120,Azul
100,135,135,Azul
100,135,150,Azul
100,135,165,Azul
100,135,180,Azul
100,135,195,Azul Claro
100,135,210,Azul Claro
100,135,225,Azul Claro
100,135,240,Azul Claro
100,135,255,Azul Claro
100,150,0,Preto
100,150,15,Preto
100,150,30,Preto
100,150,45,Azul Escuro
100,150,60,Azul Escuro
100,150,75,Azul Escuro
100,150,90,Azul Escuro
100,150,105,Azul Escuro
100,150,120,Azul
100,150,135,Azul
100,150,150,Azul
100,150,165,Azul
100,150,180,Azul
100,150,195,Azul Claro
100,150,210,Azul Claro
100,150,225,Azul Claro
100,150,240,Azul Claro
100,150,255,Azul Claro
100,165,0,Preto
100,165,15,Preto
100,165,30,Preto
100,165,45,Azul Escuro
100,165,60,Azul Escuro
100,165,75,Azul Escuro
100,165,90,Azul Escuro
100,165,105,Azul Escuro
100,165,120,Azul
100,165,135,Azul
100,165,150,Azul
100,165,165,Azul
100,165,180,Azul
100,165,195,Azul Claro
100,165,210,Azul Claro
100,165,225,Azul Claro
100,165,240,Azul Claro
100,165,255,Azul Claro
100,180,0,Preto
100,180,15,Preto
100,180,30,Preto
100,180,45,Azul Escuro
100,180,60,Azul Escuro
100,180,75,Azul Escuro
100,180,90,Azul Escuro
100,180,105,Azul Escuro
100,180,120,Azul
100,180,135,Azul
100,180,150,Azul
100,180,165,Azul
100,180,180,Azul
100,180,195,Azul
100,180,210,Azul
100,180,225,Azul
100,180,240,Azul
100,180,255,Azul
100,195,0,Preto
100,195,15,Preto
100,195,30,Preto
100,195,45,Azul Escuro
